"Päivitetty","Kunta","Varmuus","Tyyppi","Pisteet","Nimi","URL","Kunnan sivu","HTTP","Löytötapa","Osumat"
"13.8.2026 klo 14.28","Kajaani","keskitaso","viitesivu","600","Joulupostia ikäihmisille -kampanja keräsi 3 261 joulukorttia Kajaanissa","https://kajaani.fi/tiedotteet/joulupostia-ikaihmisille-kampanja-kerasi-3-261-joulukorttia-kajaanissa/","https://www.kajaani.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikäihmiset"
"13.8.2026 klo 14.28","Kajaani","keskitaso","viitesivu","600","Joulupostia ikäihmisille -kampanja käynnissä 6.12.2024 saakka – Näin voit osallistua","https://kajaani.fi/tiedotteet/joulupostia-ikaihmisille-kampanja-kaynnissa-6-12-2024-saakka-nain-voit-osallistua/","https://www.kajaani.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikäihmiset; ikääntyneille"
"13.8.2026 klo 14.28","Kangasala","keskitaso","viitesivu","1050","Joulupostia ikäihmisille -kampanja kutsuu Kangasalan asukkaat lähettämään joulukortteja ikääntyneille","https://www.kangasala.fi/tiedotteet/joulupostia-ikaihmisille-kampanja-kutsuu-kangasalan-asukkaat-lahettamaan-joulukortteja-ikaantyneille/","https://www.kangasala.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikääntyneille; ikaantyneille"
"13.8.2026 klo 14.28","Kangasala","keskitaso","viitesivu","600","Ikääntyneille","https://www.kangasala.fi/kohderyhmat/ikaantyneille/","https://www.kangasala.fi/","200","etusivu","ikääntyneille; ikaantyneille; vanhus"
"13.8.2026 klo 14.28","Kangasala","korkea","palvelusivu","495","Senioreille digiopastusta tarjoavan Nettiklinikan toiminta laajenee Vatialan kirjastoon","https://www.kangasala.fi/tiedotteet/senioreille-digiopastusta-tarjoavan-nettiklinikan-toiminta-laajenee-vatialan-kirjastoon/","https://www.kangasala.fi/","200","polku","senioreille; ikääntyneille; seniorit"
"13.8.2026 klo 14.28","Kangasala","korkea","palvelusivu","405","Senioreille digiopastusta tarjoavan Nettiklinikan toiminta laajenee Vatialan kirjastoon","https://www.kangasala.fi/tiedotteet/senioreille-digiopastusta-tarjoavan-nettiklinikan-toiminta-laajenee-vatialan-kirjastoon/","https://www.kangasala.fi/","200","sivukartta","senioreille; ikääntyneille; seniorit"
"13.8.2026 klo 14.28","Kangasala","keskitaso","viitesivu","285","Vanhusneuvosto","https://www.kangasala.fi/tutustu-ja-asioi/osallistu-ja-vaikuta/vanhusneuvosto/","https://www.kangasala.fi/","200","syvälinkki","vanhus; ikääntyneille; seniorit; eläkeläiset"
"13.8.2026 klo 14.28","Kankaanpää","keskitaso","viitesivu","1050","Joulupostia ikäihmisille -kampanja kutsuu jälleen kankaanpääläiset lähettämään joulukortteja ikääntyneille - Kankaanpään kaupunki","https://www.kankaanpaa.fi/joulupostia-ikaihmisille-kampanja-kutsuu-jalleen-kankaanpaalaiset-lahettamaan-joulukortteja-ikaantyneille/","https://www.kankaanpaa.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikääntyneille; ikaantyneille; seniorit; vanhus"
"13.8.2026 klo 14.28","Kankaanpää","keskitaso","viitesivu","1050","Joulupostia ikäihmisille -kampanja kutsuu jälleen kankaanpääläiset lähettämään kortteja ikääntyneille - Kankaanpään kaupunki","https://www.kankaanpaa.fi/joulupostia-ikaihmisille-kampanja-kutsuu-jalleen-kankaanpaalaiset-lahettamaan-kortteja-ikaantyneille/","https://www.kankaanpaa.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikääntyneille; ikaantyneille; seniorit; vanhus"
"13.8.2026 klo 14.28","Kankaanpää","keskitaso","viitesivu","600","Kankaanpää mukana Joulupostia ikäihmisille -kampanjassa - Kankaanpään kaupunki","https://www.kankaanpaa.fi/kankaanpaa-mukana-joulupostia-ikaihmisille-kampanjassa/","https://www.kankaanpaa.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikääntyneille; seniorit; vanhus"
"13.8.2026 klo 14.28","Kankaanpää","keskitaso","viitesivu","600","Joulupostia ikäihmisille -kampanjassa kerättiin Kankaanpäässä upeat 655 joulukorttia - Kankaanpään kaupunki","https://www.kankaanpaa.fi/joulupostia-ikaihmisille-kampanjassa-kerattiin-kankaanpaassa-upeat-655-joulukorttia/","https://www.kankaanpaa.fi/","200","sivukartta","ikäihmisille; ikaihmisille; vanhuspalvelut; vanhuspalvelu; ikääntyneille; seniorit; vanhus"
"13.8.2026 klo 14.28","Kankaanpää","keskitaso","viitesivu","600","Kankaanpää mukana Joulupostia ikäihmisille -kampanjassa 8.11.-7.12. - Kankaanpään kaupunki","https://www.kankaanpaa.fi/kankaanpaa-jalleen-mukana-joulupostia-ikaihmisille-kampanjassa-8-11-7-12/","https://www.kankaanpaa.fi/","200","sivukartta","ikäihmisille; ikaihmisille; seniorit; vanhus"
"13.8.2026 klo 14.28","Kannonkoski","korkea","palvelusivu","405","Seniorit","https://kannonkoski.fi/seniorit","https://kannonkoski.fi/","200","sivukartta","seniorit; senioreille; vanhus"
"13.8.2026 klo 14.28","Karijoki","keskitaso","viitesivu","210","Hakutulokset","https://karijoki.fi/?s=vanhus","https://karijoki.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Karkkila","keskitaso","viitesivu","570","740 korttia Karkkilan ikäihmisille joulukorttikampanjassa","https://karkkila.fi/joulupostia-ikaihmisille-kampanja-kerasi-740-joulukorttia-karkkil/","https://www.karkkila.fi/","200","sivukartta","ikäihmisille; ikaihmisille"
"13.8.2026 klo 14.28","Karkkila","matala","viitesivu","90","Tapahtumat","https://karkkila.fi/sarjat/sauvakavelyryhma-ikaantyneille/","https://www.karkkila.fi/","200","sivukartta","ikaantyneille; ikääntyneille"
"13.8.2026 klo 14.28","Karkkila","matala","viitesivu","70","Tapahtumat","https://karkkila.fi/sarjat/hyvinvointipolku-ryhma-senioreille/","https://www.karkkila.fi/","200","sivukartta","senioreille"
"13.8.2026 klo 14.28","Karstula","korkea","palvelusivu","420","Yleinen asiointiliikenne","https://karstula.fi/terveys-ja-hyvinvointi/ikaihmisille/","https://karstula.fi/","200","etusivu","ikaihmisille; seniorit; vanhus"
"13.8.2026 klo 14.28","Karstula","korkea","palvelusivu","405","Seniorit","https://karstula.fi/vapaa-aika-ja-matkailu/seniorit/","https://karstula.fi/","200","etusivu","seniorit; vanhus"
"13.8.2026 klo 14.28","Karstula","keskitaso","viitesivu","285","Vanhusneuvosto","https://karstula.fi/kunta-ja-hallinto/paatoksenteko/muut-toimielimet-tyoryhmat/vanhusneuvosto/","https://karstula.fi/","200","etusivu","vanhus; seniorit"
"13.8.2026 klo 14.28","Karstula","keskitaso","viitesivu","285","KOKOAAN SUUREMPI, MAINEENSA VEROINEN","https://karstula.fi/?phrase=vanhus","https://karstula.fi/","200","sisäinen haku","vanhus; seniorit"
"13.8.2026 klo 14.28","Karvia","keskitaso","viitesivu","210","vanhus","https://karvia.fi/?s=vanhus","https://karvia.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kaskinen","korkea","palvelusivu","370","Seniorit","https://kaskinen.fi/fi/seniorit","https://kaskinen.fi/","200","etusivu","seniorit"
"13.8.2026 klo 14.28","Kauhava","korkea","palvelusivu","600","Lumityöyrityksiä listataan ikäihmisille","https://kauhava.fi/2026/01/09/lumityoyrityksia-listataan-ikaihmisille/","https://www.kauhava.fi","200","sivukartta","ikäihmisille; ikaihmisille; vanhus"
"13.8.2026 klo 14.28","Kauhava","korkea","palvelusivu","405","Senioreille","https://kauhava.fi/senioreille/","https://www.kauhava.fi","200","etusivu","senioreille; ikääntyvä; vanhus"
"13.8.2026 klo 14.28","Kauhava","korkea","palvelusivu","405","Senioreille","https://kauhava.fi/senioreille/?_rt=M3wxfHZhbmh1c3wxNzg2NjIwMTk1&_rt_nonce=76f37da663","https://www.kauhava.fi","200","sisäinen haku","senioreille; ikääntyvä; vanhus"
"13.8.2026 klo 14.28","Kauhava","keskitaso","viitesivu","405","Senioritalokartoitus käynnissä","https://kauhava.fi/senioritalo/","https://www.kauhava.fi","200","sivukartta","seniorit; vanhus"
"13.8.2026 klo 14.28","Kauhava","keskitaso","viitesivu","405","Senioritaloasuminen kiinnostaa Kauhavalla – sijainti ja kohtuuhintaisuus ratkaisevat","https://kauhava.fi/2026/04/10/senioritaloasuminen-kiinnostaa-kauhavalla-sijainti-ja-kohtuuhintaisuus-ratkaisevat/","https://www.kauhava.fi","200","sivukartta","seniorit; vanhus"
"13.8.2026 klo 14.28","Kauniainen","korkea","palvelusivu","685","Senioripalvelut ja Villa Breda","https://www.kauniainen.fi/hyvinvointi/lansi-uudenmaan-hyvinvointialue/villa-breda-ja-seniorit/","https://www.kauniainen.fi/","200","sivukartta","senioripalvelut; seniorit; ikääntyneille"
"13.8.2026 klo 14.28","Kauniainen","keskitaso","viitesivu","425","Pensionärsföreningar","https://www.kauniainen.fi/sv/kultur-och-fritid/foreningar/pensionarsforeningar/","https://www.kauniainen.fi/","200","sivukartta","pensionär; pensionar; seniorit; äldre; pensionärer"
"13.8.2026 klo 14.28","Kauniainen","korkea","palvelusivu","405","Seniorit","https://www.kauniainen.fi/seniorit/","https://www.kauniainen.fi/","200","etusivu","seniorit; vanhus"
"13.8.2026 klo 14.28","Kauniainen","korkea","palvelusivu","405","Seniorer","https://www.kauniainen.fi/sv/seniorer/","https://www.kauniainen.fi/","200","sivukartta","seniorer; äldre"
"13.8.2026 klo 14.28","Kauniainen","korkea","palvelusivu","405","Seniorer och Villa Breda","https://www.kauniainen.fi/sv/valfard/vastra-nylands-valfardsomrade/villa-breda-och-seniorer/","https://www.kauniainen.fi/","200","sivukartta","seniorer; för äldre; äldre"
"13.8.2026 klo 14.28","Kaustinen","keskitaso","viitesivu","210","Hakutulokset haulle: vanhus","https://kaustinen.fi/?s=vanhus","https://kaustinen.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kaustinen","matala","viitesivu","120","Päätöksenteko","https://kaustinen.fi/paatoksenteko/","https://kaustinen.fi/","200","syvälinkki","vanhus"
"13.8.2026 klo 14.28","Kemijärvi","keskitaso","viitesivu","600","Erityisen liikkuva Kemijärvi -hankkeen kyselylomake ikäihmisille","https://kemijarvi.fi/2025/erityisen-liikkuva-kemijarvi-hankkeen-kyselylomake-ikaihmisille/","https://kemijarvi.fi/","200","sivukartta","ikäihmisille; ikaihmisille; vanhus"
"13.8.2026 klo 14.28","Kemijärvi","keskitaso","viitesivu","285","Kemijärven vanhusneuvosto","https://kemijarvi.fi/kaupunki-ja-hallinto/osallistu-ja-vaikuta/kemijarven-vanhusneuvosto/","https://kemijarvi.fi/","200","etusivu","vanhus; vanhustyö; seniorit; eläkeläiset"
"13.8.2026 klo 14.28","Keminmaa","keskitaso","viitesivu","285","Vanhusneuvosto","https://www.keminmaa.fi/kunta-ja-hallinto/paatoksenteko/vanhusneuvosto/","https://www.keminmaa.fi/","200","etusivu","vanhus; vanhustyö"
"13.8.2026 klo 14.28","Keminmaa","keskitaso","viitesivu","210","Vanhustentalot","https://www.keminmaa.fi/asuminen-ja-ymparisto/asuminen/vanhustentalot/","https://www.keminmaa.fi/","200","etusivu","vanhus"
"13.8.2026 klo 14.28","Keminmaa","keskitaso","viitesivu","210","Hakutulokset: vanhus","https://www.keminmaa.fi/?s=vanhus","https://www.keminmaa.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Keminmaa","keskitaso","viitesivu","210","Ikäinstituutin Vie vanhus ulos -kampanja 18.9.-1.10.2023","https://www.keminmaa.fi/ikainstituutin-vie-vanhus-ulos-kampanja-18-9-1-10-2023/","https://www.keminmaa.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Keminmaa","keskitaso","viitesivu","170","Keminmaan ikiliikkuva päivätoiminta -hanke","https://www.keminmaa.fi/vapaa-aika/liikunta-ja-luonto/keminmaan-ikiliikkuva-paivatoiminta-hanke/","https://www.keminmaa.fi/","200","sisäinen haku","ikäihmiset; ikäihmisille; vanhus"
"13.8.2026 klo 14.28","Kemiönsaari","keskitaso","viitesivu","210","Search website","https://en.kimitoon.fi/?s=vanhus","https://en.kimitoon.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kemiönsaari","keskitaso","viitesivu","210","Sök på webbplatsen","https://www.kimitoon.fi/?s=vanhus","https://en.kimitoon.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kempele","korkea","palvelusivu","570","Digitukea ikäihmisille","https://kempele.fi/etusivu/digitukea-ikaihmisille/","https://www.kempele.fi/","200","sivukartta","ikäihmisille; ikaihmisille"
"13.8.2026 klo 14.28","Keuruu","korkea","palvelusivu","690","Toukokuun tapahtumia ikäihmisille – Kurkisaaripäivä 15.5., Kahvia ja kohtaamisia Himmaalla 22.5. sekä Oman elokuvan päivä Suojalla 25.5.","https://keuruu.fi/2026/05/06/toukokuun-tapahtumia-ikaihmisille-kurkisaaripaiva-15-5-kahvia-ja-kohtaamisia-himmaalla-22-5-seka-oman-elokuvan-paiva-suojalla-25-5/?_rt=MXwxfGlrw6RpaG1pc2V0fDE3ODY2MTg2Mzg&_rt_nonce=4794b08c3e","https://www.keuruu.fi/","200","sisäinen haku","ikäihmisille; ikaihmisille; ikäihmiset; seniorit"
"13.8.2026 klo 14.28","Keuruu","korkea","palvelusivu","660","Ikääntyneille","https://keuruu.fi/ikaantyneille/?_rt=N3wxfGlrw6RpaG1pc2V0fDE3ODY2MTg2Mzg&_rt_nonce=33a5aebc51","https://www.keuruu.fi/","200","sisäinen haku","ikääntyneille; ikaantyneille"
"13.8.2026 klo 14.28","Keuruu","korkea","palvelusivu","660","Ikääntyneille","https://keuruu.fi/ikaantyneille/?_rt=NHwxfGlrw6TDpG50eW5lZXR8MTc4NjYxODYzOA&_rt_nonce=33a5aebc51","https://www.keuruu.fi/","200","sisäinen haku","ikääntyneille; ikaantyneille"
"13.8.2026 klo 14.28","Keuruu","korkea","palvelusivu","660","Keuruu 40-vuotta tilaisuuksia ikääntyneille maaliskuussa","https://keuruu.fi/2026/03/24/keuruu-40-vuotta-tilaisuuksia-ikaantyneille-maaliskuussa/?_rt=NnwxfGlrw6TDpG50eW5lZXR8MTc4NjYxODYzOA&_rt_nonce=99675a625c","https://www.keuruu.fi/","200","sisäinen haku","ikääntyneille; ikaantyneille"
"13.8.2026 klo 14.28","Keuruu","korkea","palvelusivu","600","Toukokuun tapahtumia ikäihmisille – Kurkisaaripäivä 15.5., Kahvia ja kohtaamisia Himmaalla 22.5. sekä Oman elokuvan päivä Suojalla 25.5.","https://keuruu.fi/2026/05/06/toukokuun-tapahtumia-ikaihmisille-kurkisaaripaiva-15-5-kahvia-ja-kohtaamisia-himmaalla-22-5-seka-oman-elokuvan-paiva-suojalla-25-5/","https://www.keuruu.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikäihmiset; seniorit"
"13.8.2026 klo 14.28","Kihniö","keskitaso","viitesivu","210","Vanhus- ja vammaisneuvosto","https://www.kihnio.fi/fi/asiointi-ja-paatoksenteko/paatoksenteko/vanhus-ja-vammaisneuvosto","https://www.kihnio.fi/","200","etusivu","vanhus"
"13.8.2026 klo 14.28","Kiuruvesi","keskitaso","viitesivu","210","Vanhusneuvosto","https://kiuruvesi.fi/vaikuttaminen/vanhusneuvosto/","https://www.kiuruvesi.fi/","200","etusivu","vanhus"
"13.8.2026 klo 14.28","Kivijärvi","keskitaso","viitesivu","210","Vanhusneuvosto","https://www.kivijarvi.fi/palvelut/vanhusneuvosto","https://www.kivijarvi.fi/","200","etusivu","vanhus"
"13.8.2026 klo 14.28","Kivijärvi","keskitaso","viitesivu","210","Vanhusneuvosto","https://www.kivijarvi.fi/palvelut/vanhusneuvosto","https://www.kivijarvi.fi/","200","syvälinkki","vanhus"
"13.8.2026 klo 14.28","Kokemäki","keskitaso","viitesivu","335","Ikääntyvälle","https://kokemaki.fi/ikaantyville/","https://kokemaki.fi/","200","etusivu","ikääntyvä; vanhus"
"13.8.2026 klo 14.28","Kokemäki","keskitaso","viitesivu","285","Haku","https://kokemaki.fi/?s=vanhus","https://kokemaki.fi/","200","sisäinen haku","vanhus; vanhustyö"
"13.8.2026 klo 14.28","Kokemäki","keskitaso","viitesivu","285","Kokemäen kaupunki mukana vanhustenviikossa 6.–12.10.2025 – teemana onni kasvaa yhteisössä","https://kokemaki.fi/blog/2025/09/23/kokemaen-kaupunki-mukana-vanhustenviikossa-6-10-12-10-2025/","https://kokemaki.fi/","200","sisäinen haku","vanhus; vanhustyö"
"13.8.2026 klo 14.28","Kokemäki","keskitaso","viitesivu","285","Yhteisöllinen Vanhustenviikko keräsi yli 800 osallistujaa Kokemäellä","https://kokemaki.fi/blog/2025/10/20/yhteisollinen-vanhustenviikko-kerasi-yli-800-osallistujaa-kokemaella/","https://kokemaki.fi/","200","sisäinen haku","vanhus; vanhustyö"
"13.8.2026 klo 14.28","Kokemäki","keskitaso","viitesivu","210","Onni kasvaa yhteisössä – Vanhustenviikon ohjelma 6.–12.10.2025","https://kokemaki.fi/blog/2025/09/22/onni-kasvaa-yhteisossa-vanhustenviikon-ohjelma-6-12-10-2025/","https://kokemaki.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kokkola","keskitaso","viitesivu","210","Hae sivustolta","https://www.kokkola.fi/?s=vanhus","https://www.kokkola.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kokkola","keskitaso","viitesivu","210","Sök på webbplatsen","https://www.kokkola.fi/sv/?s=vanhus","https://www.kokkola.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kokkola","keskitaso","viitesivu","210","Search from the site","https://www.kokkola.fi/en/?s=vanhus","https://www.kokkola.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Konnevesi","keskitaso","viitesivu","600","Konneveden palveluopas ikäihmisille on julkaistu - Konneveden kunta","https://konnevesi.fi/konneveden-palveluopas-ikaihmisille-on-julkaistu/","https://konnevesi.fi/","200","sivukartta","ikäihmisille; ikaihmisille; vanhus"
"13.8.2026 klo 14.28","Konnevesi","korkea","palvelusivu","405","Tietoa, neuvontaa ja ohjausta senioreille yhdestä numerosta Keski-​Suomessa 2.1.2026 alkaen - Konneveden kunta","https://konnevesi.fi/tietoa-neuvontaa-ja-ohjausta-senioreille-yhdesta-numerosta-keski-suomessa-2-1-2026-alkaen/","https://konnevesi.fi/","200","sivukartta","senioreille; seniorineuvonta; vanhus"
"13.8.2026 klo 14.28","Kontiolahti","korkea","palvelusivu","1035","Ehdotukset vanhustyön palkittavasta 6.9. mennessä","https://www.kontiolahti.fi/2026/08/05/ehdotukset-vanhustyon-palkittavasta-6-9-mennessa/","https://www.kontiolahti.fi/","200","etusivu","vanhustyö; vanhustyo; vanhus"
"13.8.2026 klo 14.28","Korsnäs","keskitaso","viitesivu","725","Korsnäsnejdens pensionärer","https://www.korsnas.fi/korsnasnejdens-pensionarer/","https://www.korsnas.fi/","200","sivukartta","pensionärer; pensionarer; pensionär; pensionar; för äldre; äldre"
"13.8.2026 klo 14.28","Korsnäs","korkea","palvelusivu","720","Rådet för äldre och personer med funktionsnedsättning","https://www.korsnas.fi/kommunen/fortroendeorgan/aldre-och-handikappradet-i-korsnas/","https://www.korsnas.fi/","200","etusivu","för äldre; äldre; aldre"
"13.8.2026 klo 14.28","Koski tl","keskitaso","viitesivu","210","  Vanhus- ja vammaisneuvosto","https://koski.fi/vanhus-ja-vammaisneuvosto/","https://koski.fi/","200","syvälinkki","vanhus"
"13.8.2026 klo 14.28","Koski tl","keskitaso","viitesivu","210","  Hakutulokset     vanhus","https://koski.fi/?s=vanhus","https://koski.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Koski tl","keskitaso","viitesivu","210","  Vanhus- ja vammaisneuvosto 27.5.2026","https://koski.fi/vanhus-ja-vammaisneuvosto-27-5-2026/","https://koski.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kotka","korkea","palvelusivu","720","Ikääntyneet","https://www.kotka.fi/ikaantyneet/","https://www.kotka.fi/","200","etusivu","ikääntyneet; ikaantyneet; vanhus"
"13.8.2026 klo 14.28","Kotka","korkea","palvelusivu","625","Asiasanat: ikäihmiset","https://www.kotka.fi/asiasanat/ikaihmiset/","https://www.kotka.fi/","200","sivukartta","ikäihmiset; ikaihmiset; ikääntyneet"
"13.8.2026 klo 14.28","Kotka","korkea","palvelusivu","600","Kotitv:n kuntoutusohjelma ikäihmisille (ID #271)","https://www.kotka.fi/2021/04/kotitvn-kuntoutusohjelma-ikaihmisille-id-271/","https://www.kotka.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikääntyneet"
"13.8.2026 klo 14.28","Kotka","korkea","palvelusivu","600","KotiTV:n ohjelmasisältö avataan joululahjana kaikille Kymenlaakson ikääntyneille","https://www.kotka.fi/2022/11/kotitvn-ohjelmasisalto-avataan-joululahjana-kaikille-kymenlaakson-ikaantyneille/","https://www.kotka.fi/","200","sivukartta","ikääntyneille; ikaantyneille; ikääntyneet"
"13.8.2026 klo 14.28","Kotka","keskitaso","viitesivu","600","Kohderyhmät: Ikääntyneet","https://www.kotka.fi/kohderyhmat/ikaantyneet-fi/","https://www.kotka.fi/","200","sivukartta","ikääntyneet; ikaantyneet"
"13.8.2026 klo 14.28","Kouvola","korkea","palvelusivu","910","Kouvolan kaupunki hakee rahoitusta Vaikuttava vanhustyö -hankkeeseen","https://www.kouvola.fi/ajankohtaiset/kouvolan-kaupunki-hakee-rahoitusta-vaikuttava-vanhustyo-hankkeeseen/","https://www.kouvola.fi/","200","sivukartta","vanhustyö; vanhustyo; vanhus; ikäihmisten palvelut; ikääntyneet"
"13.8.2026 klo 14.28","Kouvola","korkea","palvelusivu","885","Kulttuuripalvelut ikääntyneille","https://www.kouvola.fi/hyvinvointi-ja-terveys/voi-hyvin/ikaantyneet/harrastus-ja-virkistystoiminta/kulttuuripalvelut-ikaantyneille/","https://www.kouvola.fi/","200","sivukartta","ikaantyneet; ikääntyneille; ikaantyneille; ikääntyneet"
"13.8.2026 klo 14.28","Kouvola","korkea","palvelusivu","885","Uimahallipalvelut ikääntyneille","https://www.kouvola.fi/hyvinvointi-ja-terveys/voi-hyvin/ikaantyneet/harrastus-ja-virkistystoiminta/uimahallipalvelut-ikaantyneille/","https://www.kouvola.fi/","200","sivukartta","ikaantyneet; ikääntyneille; ikaantyneille; ikääntyneet"
"13.8.2026 klo 14.28","Kouvola","korkea","palvelusivu","885","Joukkoliikenne ikääntyneille","https://www.kouvola.fi/hyvinvointi-ja-terveys/voi-hyvin/ikaantyneet/joukkoliikenne-ikaantyneille/","https://www.kouvola.fi/","200","sivukartta","ikaantyneet; ikääntyneille; ikaantyneille; ikääntyneet"
"13.8.2026 klo 14.28","Kouvola","korkea","palvelusivu","885","Kirjastopalvelut ikääntyneille","https://www.kouvola.fi/hyvinvointi-ja-terveys/voi-hyvin/ikaantyneet/harrastus-ja-virkistystoiminta/kirjastopalvelut-ikaantyneille/","https://www.kouvola.fi/","200","sivukartta","ikaantyneet; ikääntyneille; ikaantyneille; ikääntyneet"
"13.8.2026 klo 14.28","Kristiinankaupunki","keskitaso","viitesivu","450","Vård av äldre byggnader","https://www.kristinestad.fi/boende-och-miljo/byggnadstillsyn/vard-av-aldre-byggnader","https://www.kristinestad.fi/","200","etusivu","äldre; aldre; seniorer; för äldre"
"13.8.2026 klo 14.28","Kuhmo","keskitaso","viitesivu","285","Vanhus- ja vammaisneuvosto","https://www.kuhmo.fi/kaupunki-ja-paatoksenteko/paatoksenteko/muut-vaikuttamistoimielimet/vanhus-ja-vammaisneuvosto/?_rt=MXwxfHZhbmh1c3wxNzg2NjIwMjM5&_rt_nonce=ba47ddddfc","https://www.kuhmo.fi/","200","sisäinen haku","vanhus; vanhuspalvelu; eläkeläiset"
"13.8.2026 klo 14.28","Kuhmo","keskitaso","viitesivu","285","Vanhus- ja vammaisneuvosto","https://www.kuhmo.fi/kaupunki-ja-paatoksenteko/paatoksenteko/muut-vaikuttamistoimielimet/vanhus-ja-vammaisneuvosto/?_rt=NHwxfHNlbmlvcml8MTc4NjYyMDIzOQ&_rt_nonce=ba47ddddfc","https://www.kuhmo.fi/","200","sisäinen haku","vanhus; vanhuspalvelu; eläkeläiset"
"13.8.2026 klo 14.28","Kuhmo","keskitaso","viitesivu","210","Hakutulokset","https://www.kuhmo.fi/?s=vanhus","https://www.kuhmo.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kumlinge","korkea","palvelusivu","1110","Äldreomsorg","https://www.kumlinge.ax/social-omsorg/aldreomsorg","https://www.kumlinge.ax/","200","syvälinkki","äldreomsorg; aldreomsorg; äldre; aldre; seniorer; för äldre"
"13.8.2026 klo 14.28","Kuopio","keskitaso","viitesivu","1180","Kulttuurisen seniori- ja vanhustyön valtakunnallinen verkosto AILI","https://www.kuopio.fi/vapaa-aika-ja-hyvinvointi/kulttuuri-kuopio/kulttuuria-ikaantyneille/kulttuurisen-seniori-ja-vanhustyon-valtakunnallinen-verkosto-aili/","https://www.kuopio.fi/","200","sivukartta","vanhustyö; vanhustyo; ikaantyneille; vanhus; seniorityö; ikääntyneille; seniorit"
"13.8.2026 klo 14.28","Kuopio","korkea","palvelusivu","570","Kulttuuriluotsiksi ikääntyneille","https://www.kuopio.fi/vapaa-aika-ja-hyvinvointi/meidan-kuopio/vapaaehtoistoiminta-kuopiossa/kulttuuriluotsiksi-ikaantyneille/","https://www.kuopio.fi/","200","sivukartta","ikääntyneille; ikaantyneille"
"13.8.2026 klo 14.28","Kuopio","keskitaso","viitesivu","420","Kulttuuriryhmät 60+ vuotiaille","https://www.kuopio.fi/vapaa-aika-ja-hyvinvointi/kulttuuri-kuopio/kulttuuria-ikaantyneille/ryhmat/","https://www.kuopio.fi/","200","sivukartta","ikaantyneille; vanhustyö; ikääntyneille; vanhus"
"13.8.2026 klo 14.28","Kuopio","keskitaso","viitesivu","420","ARMAS-festivaali","https://www.kuopio.fi/vapaa-aika-ja-hyvinvointi/kulttuuri-kuopio/kulttuuria-ikaantyneille/armas-festivaali/","https://www.kuopio.fi/","200","sivukartta","ikaantyneille; vanhustyö; ikääntyneille; vanhus"
"13.8.2026 klo 14.28","Kuopio","keskitaso","viitesivu","420","Kulttuuriluotsit – seuraa kulttuurikohteisiin","https://www.kuopio.fi/vapaa-aika-ja-hyvinvointi/kulttuuri-kuopio/kulttuuria-ikaantyneille/kulttuuriluotsit-seuraa-kulttuurikohteisiin/","https://www.kuopio.fi/","200","sivukartta","ikaantyneille; vanhustyö; ikääntyneille; vanhus"
"13.8.2026 klo 14.28","Kuortane","keskitaso","viitesivu","695","Asukastilaisuus, ikäihmiset.","https://kuortane.fi/ep-kalenteri/asukastilaisuus-ikaihmiset/","https://kuortane.fi/","200","sisäinen haku","ikäihmiset; ikaihmiset"
"13.8.2026 klo 14.28","Kuortane","keskitaso","viitesivu","600","Kuortane mukana Joulupostia ikäihmisille -kampanjassa","https://kuortane.fi/kuortane-mukana-joulupostia-ikaihmisille-kampanjassa/","https://kuortane.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikäihminen; ikääntyneille"
"13.8.2026 klo 14.28","Kuortane","korkea","palvelusivu","570","Kuusiokuntien sosiaali- ja terveyskuntayhtymä soittaa ikääntyneille asukkaille","https://kuortane.fi/kuusiokuntien-sosiaali-ja-terveyskuntayhtyma-soittaa-ikaantyneille-asukkaille/","https://kuortane.fi/","200","sivukartta","ikääntyneille; ikaantyneille"
