"Päivitetty","Kunta","Varmuus","Pisteet","Nimi","URL","Kunnan sivu","HTTP","Löytötapa","Osumat"
"13.8.2026 klo 12.26","Puumala","ei löytynyt","0","","","https://puumala.fi/","200","",""
"13.8.2026 klo 12.26","Pyhtää","korkea","300","Ikääntyneet","https://pyhtaa.fi/fi/neuvontapalvelut/ikaantyneet","https://pyhtaa.fi/","200","etusivu","ikääntyneet; ikaantyneet"
"13.8.2026 klo 12.26","Pyhäjoki","korkea","285","Ikäihmiset","https://www.pyhajoki.fi/ikaihmiset","https://www.pyhajoki.fi/","200","polku","ikäihmiset; ikaihmiset"
"13.8.2026 klo 12.26","Pyhäjärvi","ei löytynyt","0","","","https://www.pyhajarvi.fi/","200","",""
"13.8.2026 klo 12.26","Pyhäntä","ei löytynyt","0","","","https://www.pyhanta.fi/","200","",""
"13.8.2026 klo 12.26","Pyhäranta","korkea","155","Ikäihmisten palvelut","https://www.pyharanta.fi/sosiaali-ja-terveyspalvelut/ikaihmisten-palvelut/","https://www.pyharanta.fi/","200","sivukartta","ikaihmisten palvelut; ikäihmisten palvelut"
"13.8.2026 klo 12.26","Pälkäne","ei löytynyt","0","","","https://www.palkane.fi/","200","",""
"13.8.2026 klo 12.26","Pöytyä","ei löytynyt","0","","","https://www.poytya.fi/","200","",""
"13.8.2026 klo 12.26","Raahe","korkea","250","Ikäihmiset","https://www.raahe.fi/ikaihmiset","https://www.raahe.fi/","200","polku","ikäihmiset; ikaihmiset"
"13.8.2026 klo 12.26","Raasepori","ei löytynyt","0","","","https://www.raseborg.fi/","200","",""
"13.8.2026 klo 12.26","Raisio","ei löytynyt","-50","Vireänä kaiken ikää","https://raisio.fi/fi/vireana-kaiken-ikaa","https://raisio.fi/","200","polku","ikäihmiset"
"13.8.2026 klo 12.26","Rantasalmi","korkea","615","Ikäihmiset","https://rantasalmi.fi/asuminen-ja-ymparisto/asuminen/ikaihmiset/","https://www.rantasalmi.fi/","200","etusivu","ikäihmiset; ikaihmiset; seniorit"
"13.8.2026 klo 12.26","Ranua","ei löytynyt","0","","","https://www.ranua.fi/","200","",""
"13.8.2026 klo 12.26","Rauma","ei löytynyt","0","","","https://www.rauma.fi/","200","",""
"13.8.2026 klo 12.26","Rautalampi","ei löytynyt","0","","","https://www.rautalampi.fi/","200","",""
"13.8.2026 klo 12.26","Rautavaara","ei löytynyt","0","","","https://www.rautavaara.fi/","200","",""
"13.8.2026 klo 12.26","Rautjärvi","ei löytynyt","0","","","https://www.rautjarvi.fi/","200","",""
"13.8.2026 klo 12.26","Reisjärvi","ei löytynyt","0","","","https://www.reisjarvi.fi/","200","",""
"13.8.2026 klo 12.26","Riihimäki","ei löytynyt","0","","","https://www.riihimaki.fi/","500","",""
"13.8.2026 klo 12.26","Ristijärvi","korkea","335","Vanhuspalvelut","https://www.ristijarvi.fi/perhe-ja-hyvinvointi/vanhuspalvelut.html","https://www.ristijarvi.fi/","200","etusivu","vanhuspalvelut; ikaihmiset"
"13.8.2026 klo 12.26","Rovaniemi","ei löytynyt","-200","Ikäihmiselle","https://www.rovaniemi.fi/Palvelut-sinulle/Ikaihmiselle","https://www.rovaniemi.fi/","200","polku","ikäihmiset; seniorit"
"13.8.2026 klo 12.26","Ruokolahti","ei löytynyt","0","","","https://ruokolahti.fi/","200","",""
"13.8.2026 klo 12.26","Ruovesi","ei löytynyt","0","","","https://www.ruovesi.fi/","200","",""
"13.8.2026 klo 12.26","Rusko","ei löytynyt","0","","","https://rusko.fi/","200","",""
"13.8.2026 klo 12.26","Rääkkylä","ei löytynyt","0","","","https://www.raakkyla.fi/","200","",""
"13.8.2026 klo 12.26","Saarijärvi","ei löytynyt","0","","","https://saarijarvi.fi/","200","",""
"13.8.2026 klo 12.26","Salla","korkea","380","Ikäihmiset","https://www.salla.fi/sisalto-kohderyhmittain/ikaihmiset/","https://www.salla.fi/","200","etusivu","ikäihmiset; ikaihmiset"
"13.8.2026 klo 12.26","Salo","korkea","640","Ikääntyneiden palvelut","https://salo.fi/hyvinvointi-ja-osallisuus/ikaantyneiden-palvelut/","https://salo.fi/","200","etusivu","ikääntyneiden palvelut; ikaantyneiden palvelut; ikääntyneet"
"13.8.2026 klo 12.26","Saltvik","korkea","650","Äldreomsorg","https://www.saltvik.ax/aldreomsorg","https://www.saltvik.ax/","200","polku","äldreomsorg; aldreomsorg; för äldre"
"13.8.2026 klo 12.26","Sastamala","ei löytynyt","0","","","https://sastamala.fi/","200","",""
"13.8.2026 klo 12.26","Sauvo","ei löytynyt","0","","","https://www.sauvo.fi/","200","",""
"13.8.2026 klo 12.26","Savitaipale","ei löytynyt","0","","","https://www.savitaipale.fi/","200","",""
"13.8.2026 klo 12.26","Savonlinna","ei löytynyt","0","","","https://www.savonlinna.fi/","200","",""
"13.8.2026 klo 12.26","Savukoski","ei löytynyt","0","","","https://www.savukoski.fi/","200","",""
"13.8.2026 klo 12.26","Seinäjoki","ei löytynyt","0","","","https://www.seinajoki.fi/","200","",""
"13.8.2026 klo 12.26","Sievi","korkea","365","Ikäihmiset","https://www.sievi.fi/ikaihmiset","https://www.sievi.fi/","200","polku","ikäihmiset; ikaihmiset"
"13.8.2026 klo 12.26","Siikainen","ei löytynyt","0","","","https://siikainen.fi/","200","",""
"13.8.2026 klo 12.26","Siikajoki","ei löytynyt","0","","","https://www.siikajoki.fi/","200","",""
"13.8.2026 klo 12.26","Siikalatva","ei löytynyt","0","","","https://siikalatva.fi/","200","",""
"13.8.2026 klo 12.26","Siilinjärvi","ei löytynyt","0","","","https://www.siilinjarvi.fi/","200","",""
"13.8.2026 klo 12.26","Simo","ei löytynyt","0","","","https://www.simo.fi/","200","",""
"13.8.2026 klo 12.26","Sipoo","ei löytynyt","0","","","https://www.sipoo.fi/","200","",""
"13.8.2026 klo 12.26","Siuntio","ei löytynyt","0","","","https://www.siuntio.fi/","200","",""
"13.8.2026 klo 12.26","Sodankylä","ei löytynyt","0","","","https://www.sodankyla.fi/","200","",""
"13.8.2026 klo 12.26","Soini","ei löytynyt","0","","","https://soini.fi/","200","",""
"13.8.2026 klo 12.26","Somero","ei löytynyt","0","","","https://www.somero.fi/","200","",""
"13.8.2026 klo 12.26","Sonkajärvi","ei löytynyt","0","","","https://sonkajarvi.fi/","200","",""
"13.8.2026 klo 12.26","Sotkamo","ei löytynyt","0","","","https://www.sotkamo.fi/","200","",""
"13.8.2026 klo 12.26","Sottunga","ei löytynyt","0","","","https://www.sottunga.ax/","200","",""
"13.8.2026 klo 12.26","Sulkava","ei löytynyt","0","","","https://sulkava.fi/","200","",""
"13.8.2026 klo 12.26","Sund","korkea","710","Äldreomsorgen i Sund","https://www.sund.ax/social-service/aldreomsorgen-sund","https://www.sund.ax/","200","etusivu","äldreomsorg; aldreomsorg; för äldre"
"13.8.2026 klo 12.26","Suomussalmi","ei löytynyt","0","","","https://suomussalmi.fi/","200","",""
"13.8.2026 klo 12.26","Suonenjoki","ei löytynyt","0","","","https://suonenjoki.fi/","200","",""
"13.8.2026 klo 12.26","Sysmä","ei löytynyt","0","","","https://sysma.fi/","200","",""
"13.8.2026 klo 12.26","Säkylä","ei löytynyt","0","","","https://www.sakyla.fi/","200","",""
"13.8.2026 klo 12.26","Taipalsaari","ei löytynyt","0","","","https://www.taipalsaari.fi/","200","",""
"13.8.2026 klo 12.26","Taivalkoski","ei löytynyt","0","","","https://www.taivalkoski.fi/","200","",""
"13.8.2026 klo 12.26","Taivassalo","ei löytynyt","0","","","https://www.taivassalo.fi/","200","",""
"13.8.2026 klo 12.26","Tammela","ei löytynyt","0","","","https://www.tammela.fi/","200","",""
"13.8.2026 klo 12.26","Tampere","ei löytynyt","0","","","https://www.tampere.fi/","200","",""
"13.8.2026 klo 12.26","Tervo","ei löytynyt","0","","","https://www.tervo.fi/","200","",""
"13.8.2026 klo 12.26","Tervola","ei löytynyt","0","","","https://tervola.fi","200","",""
"13.8.2026 klo 12.26","Teuva","ei löytynyt","0","","","https://teuva.fi/","200","",""
"13.8.2026 klo 12.26","Tohmajärvi","ei löytynyt","0","","","https://www.tohmajarvi.fi/","200","",""
"13.8.2026 klo 12.26","Toholampi","ei löytynyt","0","","","https://www.toholampi.fi/","200","",""
"13.8.2026 klo 12.26","Toivakka","korkea","1100","Ikäihmisten palvelut ja senioritoiminta","https://www.toivakka.fi/sosiaali-ja-terveyspalvelut/ikaihmisten-palvelut/","https://www.toivakka.fi/","200","etusivu","ikäihmisten palvelut; ikaihmisten palvelut; seniorit; ikääntyneiden palvelut"
"13.8.2026 klo 12.26","Tornio","ei löytynyt","0","","","https://www.tornio.fi/","200","",""
"13.8.2026 klo 12.26","Turku","ei löytynyt","0","","","https://turku.fi","200","",""
"13.8.2026 klo 12.26","Tuusniemi","ei löytynyt","0","","","https://www.tuusniemi.fi/","200","",""
"13.8.2026 klo 12.26","Tuusula","korkea","330","Ikäihmiset","https://tuusula.fi/ikaihmiset/","https://www.tuusula.fi/","200","polku","ikäihmiset; ikaihmiset"
"13.8.2026 klo 12.26","Tyrnävä","ei löytynyt","0","","","https://www.tyrnava.fi/","200","",""
"13.8.2026 klo 12.26","Ulvila","korkea","295","Palvelut senioreille","https://www.ulvila.fi/palvelut-senioreille/","https://www.ulvila.fi/","200","etusivu","palvelut senioreille"
"13.8.2026 klo 12.26","Urjala","ei löytynyt","0","","","https://www.urjala.fi/","AbortError","",""
"13.8.2026 klo 12.26","Utajärvi","korkea","255","Senioripalvelut","https://www.utajarvi.fi/fi/hyvinvointi_ja_vapaa-aika/senioripalvelut/","https://www.utajarvi.fi/","200","etusivu","senioripalvelut"
"13.8.2026 klo 12.26","Utsjoki","ei löytynyt","0","","","https://www.utsjoki.fi/","200","",""
"13.8.2026 klo 12.26","Uurainen","ei löytynyt","0","","","https://uurainen.fi/","200","",""
"13.8.2026 klo 12.26","Uusikaarlepyy","ei löytynyt","0","","","https://www.nykarleby.fi/","200","",""
"13.8.2026 klo 12.26","Uusikaupunki","ei löytynyt","0","","","https://uusikaupunki.fi/","200","",""
"13.8.2026 klo 12.26","Vaala","ei löytynyt","0","","","https://www.vaala.fi/","200","",""
"13.8.2026 klo 12.26","Vaasa","ei löytynyt","0","","","https://www.vaasa.fi/","200","",""
"13.8.2026 klo 12.26","Valkeakoski","ei löytynyt","0","","","https://www.valkeakoski.fi/","500","",""
"13.8.2026 klo 12.26","Vantaa","ei löytynyt","-205","Palvelut senioreille","https://www.vantaa.fi/fi/tukea-ja-apua-arkeen/senioreille","https://www.vantaa.fi/","200","etusivu","palvelut senioreille"
"13.8.2026 klo 12.26","Varkaus","ei löytynyt","0","","","https://varkaus.fi/","200","",""
"13.8.2026 klo 12.26","Vehmaa","ei löytynyt","0","","","https://www.vehmaa.fi/","AbortError","",""
"13.8.2026 klo 12.26","Vesanto","ei löytynyt","0","","","https://vesanto.fi/","200","",""
"13.8.2026 klo 12.26","Vesilahti","korkea","230","Senioripalvelut","https://www.vesilahti.fi/vapaa-aika/senioripalvelut/","https://www.vesilahti.fi/","200","polku","senioripalvelut"
"13.8.2026 klo 12.26","Veteli","ei löytynyt","0","","","https://veteli.fi/","200","",""
"13.8.2026 klo 12.26","Vieremä","ei löytynyt","0","","","https://vierema.fi/","200","",""
"13.8.2026 klo 12.26","Vihti","ei löytynyt","0","","","https://www.vihti.fi/","200","",""
"13.8.2026 klo 12.26","Viitasaari","korkea","300","Ikäihmisten palvelut","https://viitasaari.fi/sosiaali-ja-terveyspalvelut/ikaantyvat/","https://viitasaari.fi/","200","etusivu","ikäihmisten palvelut"
"13.8.2026 klo 12.26","Vimpeli","ei löytynyt","0","","","https://www.vimpeli.fi/","200","",""
"13.8.2026 klo 12.26","Virolahti","korkea","740","Ikääntyneiden palvelut","https://virolahti.fi/terveys-ja-sosiaalipalvelut/ikaantyneiden-palvelut/","https://virolahti.fi/","200","etusivu","ikääntyneiden palvelut; ikaantyneiden palvelut"
"13.8.2026 klo 12.26","Virrat","ei löytynyt","0","","","https://www.virrat.fi","AbortError","",""
"13.8.2026 klo 12.26","Vårdö","korkea","650","Äldreomsorg","https://www.vardo.ax/aldreomsorg","https://www.vardo.ax/","200","polku","äldreomsorg; aldreomsorg"
"13.8.2026 klo 12.26","Vöyri","korkea","650","Äldreomsorg","https://www.vora.fi/tjanster/vard-och-omsorg/aldreomsorg/","https://www.vora.fi/","200","polku","äldreomsorg; aldreomsorg"
"13.8.2026 klo 12.26","Ylitornio","ei löytynyt","0","","","https://ylitornio.fi/","200","",""
"13.8.2026 klo 12.26","Ylivieska","korkea","250","Ikäihmiset","https://www.ylivieska.fi/ikaihmiset/","https://www.ylivieska.fi/","200","polku","ikäihmiset; ikaihmiset"
"13.8.2026 klo 12.26","Ylöjärvi","ei löytynyt","60","Jokainen ikä on suurenmoinen","https://www.ylojarvi.fi/ikaihmiset/","https://www.ylojarvi.fi/","200","polku","ikaihmiset; ikäihmiset"
"13.8.2026 klo 12.26","Ypäjä","ei löytynyt","0","","","https://ypaja.fi/","200","",""
"13.8.2026 klo 12.26","Ähtäri","korkea","120","Ikäihmisten palvelut","https://www.ahtari.fi/index.php/sosiaali-ja-terveyspalvelut/ikaeihmisten-palvelut","https://www.ahtari.fi/","200","etusivu","ikäihmisten palvelut"
"13.8.2026 klo 12.26","Äänekoski","ei löytynyt","0","","","https://www.aanekoski.fi/","200","",""
